Body Part,Equipment Required,ID,Name,Primary Muscle Group,Duration(min),Reps,Sets,Rest Time(sec),Calories Burned,Difficulty Level,Intensity Level,Video Link,Image Link,Secondary Muscle Group,Category
upper arms,barbell,217,barbell standing reverse grip curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
lower legs,barbell,218,barbell standing rocking leg calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
waist,barbell,219,barbell standing twist,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper arms,barbell,220,barbell standing wide grip biceps curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
shoulders,barbell,221,barbell standing wide military press,delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,barbell,222,barbell standing wide-grip curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper legs,barbell,223,barbell step-up,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,224,barbell stiff leg good morning,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,barbell,225,barbell straight leg deadlift,hamstrings,8,10,3,50,68.6,Intermediate,Medium,,,,
upper legs,barbell,226,barbell sumo deadlift,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
shoulders,barbell,227,barbell thruster,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,barbell,228,barbell upright row,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,barbell,229,barbell upright row v. 2,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,barbell,230,barbell upright row v. 3,delts,5,12,3,30,20,Beginner,Medium,,,,
chest,barbell,231,barbell wide bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,barbell,232,barbell wide reverse grip bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper legs,barbell,233,barbell wide squat,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
shoulders,barbell,234,barbell wide-grip upright row,delts,5,12,3,30,20,Beginner,Medium,,,,
lower arms,barbell,235,barbell wrist curl,forearms,5,12,3,30,20,Beginner,Medium,,,,
lower arms,barbell,236,barbell wrist curl v. 2,forearms,5,12,3,30,20,Beginner,Medium,,,,
upper legs,barbell,237,barbell zercher squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper legs,body weight,238,basic toe touch (male),glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
shoulders,rope,239,battling ropes,delts,5,12,3,30,20,Beginner,Medium,,,,
cardio,body weight,240,bear crawl,cardiovascular system,5,12,3,30,20,Beginner,Medium,,,,
chest,assisted,241,behind head chest stretch,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,body weight,242,bench dip (knees bent),triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,body weight,243,bench dip on floor,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper legs,body weight,244,bench hip extension,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
back,body weight,245,bench pull-ups,lats,5,12,3,30,20,Beginner,Medium,,,,
upper legs,body weight,246,bent knee lying twist (male),glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper arms,body weight,247,biceps leg concentration curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,body weight,248,biceps narrow pull-ups,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,body weight,249,biceps pull-up,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,body weight,250,body-up,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper legs,body weight,251,bodyweight drop jump squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
waist,body weight,252,bodyweight incline side plank,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper arms,body weight,253,bodyweight kneeling triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,body weight,254,bodyweight side lying biceps curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
back,body weight,255,bodyweight squatting row,upper back,5,12,3,30,20,Beginner,Medium,,,,
back,body weight,256,bodyweight squatting row (with towel),upper back,5,12,3,30,20,Beginner,Medium,,,,
lower legs,body weight,257,bodyweight standing calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
back,body weight,258,bodyweight standing close-grip one arm row,upper back,5,12,3,30,20,Beginner,Medium,,,,
back,body weight,259,bodyweight standing close-grip row,upper back,5,12,3,30,20,Beginner,Medium,,,,
back,body weight,260,bodyweight standing one arm row,upper back,5,12,3,30,20,Beginner,Medium,,,,
back,body weight,261,bodyweight standing one arm row (with towel),upper back,5,12,3,30,20,Beginner,Medium,,,,
back,body weight,262,bodyweight standing row,upper back,5,12,3,30,20,Beginner,Medium,,,,
back,body weight,263,bodyweight standing row (with towel),upper back,5,12,3,30,20,Beginner,Medium,,,,
waist,body weight,264,bottoms-up,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
lower legs,body weight,265,box jump down with one leg stabilization,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
waist,body weight,266,bridge - mountain climber (cross body),abs,5,15,3,30,30.62,Intermediate,Medium,,,,
cardio,body weight,267,burpee,cardiovascular system,5,12,3,30,20,Beginner,Medium,,,,
waist,body weight,268,butt-ups,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper legs,body weight,269,butterfly yoga pose,adductors,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,270,cable alternate shoulder press,delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,271,cable alternate triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper legs,cable,272,cable assisted inverse leg curl,hamstrings,8,10,3,50,68.6,Intermediate,Medium,,,,
back,cable,273,cable bar lateral pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,274,cable bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,275,cable close grip curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,276,cable concentration curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,277,cable concentration extension (on knee),triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,cable,278,cable cross-over lateral pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,279,cable cross-over revers fly,delts,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,280,cable cross-over variation,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,281,cable curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper legs,cable,282,cable deadlift,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
chest,cable,283,cable decline fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,284,cable decline one arm press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,285,cable decline press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,cable,286,cable decline seated wide-grip row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,287,cable drag curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
back,cable,288,cable floor seated wide-grip row,upper back,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,289,cable forward raise,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,290,cable front raise,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,291,cable front shoulder raise,delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,292,cable hammer curl (with rope),biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,293,cable high pulley overhead tricep extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,cable,294,cable high row (kneeling),upper back,5,12,3,30,20,Beginner,Medium,,,,
upper legs,cable,295,cable hip adduction,adductors,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,296,cable incline bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,cable,297,cable incline bench row,upper back,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,298,cable incline fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,299,cable incline fly (on stability ball),pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,cable,300,cable incline pushdown,lats,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,301,cable incline triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
waist,cable,302,cable judo flip,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper arms,cable,303,cable kickback,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
waist,cable,304,cable kneeling crunch,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
shoulders,cable,305,cable kneeling rear delt row (with rope) (male),delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,306,cable kneeling triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,cable,307,cable lat pulldown full range of motion,lats,5,12,3,30,20,Beginner,Medium,,,,
back,cable,308,cable lateral pulldown (with rope attachment),lats,5,12,3,30,20,Beginner,Medium,,,,
back,cable,309,cable lateral pulldown with v-bar,lats,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,310,cable lateral raise,delts,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,311,cable low fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,cable,312,cable low seated row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,313,cable lying bicep curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,314,cable lying close-grip curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
back,cable,315,cable lying extension pullover (with rope attachment),lats,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,316,cable lying fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,317,cable lying triceps extension v. 2,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
chest,cable,318,cable middle fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,cable,319,cable one arm bent over row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,320,cable one arm curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
chest,cable,321,cable one arm decline chest fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,322,cable one arm fly on exercise ball,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,323,cable one arm incline fly on exercise ball,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,324,cable one arm incline press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,325,cable one arm incline press on exercise ball,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,326,cable one arm lateral bent-over,pectorals,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,327,cable one arm lateral raise,delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,328,cable one arm preacher curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
chest,cable,329,cable one arm press on exercise ball,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,cable,330,cable one arm pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,331,cable one arm reverse preacher curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
back,cable,332,cable one arm straight back high row (kneeling),upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,333,cable one arm tricep pushdown,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,cable,334,cable overhead curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,335,cable overhead curl on exercise ball,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,336,cable overhead triceps extension (rope attachment),triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,cable,337,cable palm rotational row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,338,cable preacher curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
chest,cable,339,cable press on exercise ball,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper legs,cable,340,cable pull through (with rope),glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
back,cable,341,cable pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
back,cable,342,cable pulldown (pro lat bar),lats,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,343,cable pulldown bicep curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,344,cable pushdown,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,cable,345,cable pushdown (straight arm) v. 2,lats,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,346,cable pushdown (with rope attachment),triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
shoulders,cable,347,cable rear delt row (stirrups),delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,348,cable rear delt row (with rope),delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,349,cable rear drive,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,cable,350,cable rear pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
waist,cable,351,cable reverse crunch,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper arms,cable,352,cable reverse curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,353,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,cable,354,cable reverse one arm curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,355,cable reverse preacher curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
lower arms,cable,356,cable reverse wrist curl,forearms,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,357,cable reverse-grip pushdown,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,cable,358,cable reverse-grip straight back seated high row,upper back,5,12,3,30,20,Beginner,Medium,,,,
back,cable,359,cable rope crossover seated row,upper back,5,12,3,30,20,Beginner,Medium,,,,
back,cable,360,cable rope elevated seated row,upper back,5,12,3,30,20,Beginner,Medium,,,,
back,cable,361,cable rope extension incline bench row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,362,cable rope hammer preacher curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,363,cable rope high pulley overhead tricep extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,cable,364,cable rope incline tricep extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,cable,365,cable rope lying on floor tricep extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,cable,366,cable rope one arm hammer preacher curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
back,cable,367,cable rope seated row,upper back,5,12,3,30,20,Beginner,Medium,,,,
waist,cable,368,cable russian twists (on stability ball),abs,5,15,3,30,30.62,Intermediate,Medium,,,,
chest,cable,369,cable seated chest press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
waist,cable,370,cable seated crunch,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper arms,cable,371,cable seated curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
back,cable,372,cable seated high row (v-bar),lats,5,12,3,30,20,Beginner,Medium,,,,
back,cable,373,cable seated one arm alternate row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,374,cable seated one arm concentration curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,375,cable seated overhead curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
shoulders,cable,376,cable seated rear lateral raise,delts,5,12,3,30,20,Beginner,Medium,,,,
back,cable,377,cable seated row,upper back,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,378,cable seated shoulder internal rotation,delts,5,12,3,30,20,Beginner,Medium,,,,
waist,cable,379,cable seated twist,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
back,cable,380,cable seated wide-grip row,upper back,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,381,cable shoulder press,delts,5,12,3,30,20,Beginner,Medium,,,,
back,cable,382,cable shrug,traps,5,12,3,30,20,Beginner,Medium,,,,
waist,cable,383,cable side bend,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
waist,cable,384,cable side bend crunch (bosu ball),abs,5,15,3,30,30.62,Intermediate,Medium,,,,
waist,cable,385,cable side crunch,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
back,cable,386,cable squat row (with rope attachment),lats,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,387,cable squatting curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
lower arms,cable,388,cable standing back wrist curl,forearms,5,12,3,30,20,Beginner,Medium,,,,
lower legs,cable,389,cable standing calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
shoulders,cable,390,cable standing cross-over high reverse fly,delts,5,12,3,30,20,Beginner,Medium,,,,
waist,cable,391,cable standing crunch,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
waist,cable,392,cable standing crunch (with rope attachment),abs,5,15,3,30,30.62,Intermediate,Medium,,,,
chest,cable,393,cable standing fly,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper legs,cable,394,cable standing hip extension,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper arms,cable,395,cable standing inner curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
waist,cable,396,cable standing lift,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper arms,cable,397,cable standing one arm triceps extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
lower legs,cable,398,cable standing one leg calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
upper arms,cable,399,cable standing pulldown (with rope),biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
shoulders,cable,400,cable standing rear delt row (with rope),delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,401,cable standing reverse grip one arm overhead tricep extension,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,cable,402,cable standing row (v-bar),upper back,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,403,cable standing shoulder external rotation,delts,5,12,3,30,20,Beginner,Medium,,,,
back,cable,404,cable standing twist row (v-bar),upper back,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,405,cable standing up straight crossovers,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,cable,406,cable straight arm pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
back,cable,407,cable straight arm pulldown (with rope),lats,5,12,3,30,20,Beginner,Medium,,,,
back,cable,408,cable straight back seated row,upper back,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,409,cable supine reverse fly,delts,5,12,3,30,20,Beginner,Medium,,,,
back,cable,410,cable thibaudeau kayak row,lats,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,411,cable triceps pushdown (v-bar),triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,cable,412,cable triceps pushdown (v-bar) (with arm blaster),triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
waist,cable,413,cable tuck reverse crunch,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
waist,cable,414,cable twist,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
waist,cable,415,cable twist (up-down),abs,5,15,3,30,30.62,Intermediate,Medium,,,,
back,cable,416,cable twisting pull,lats,5,12,3,30,20,Beginner,Medium,,,,
upper arms,cable,417,cable two arm curl on incline bench,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,cable,418,cable two arm tricep kickback,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
back,cable,419,cable underhand pulldown,lats,5,12,3,30,20,Beginner,Medium,,,,
chest,cable,420,cable upper chest crossovers,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,cable,421,cable upper row,upper back,5,12,3,30,20,Beginner,Medium,,,,
shoulders,cable,422,cable upright row,delts,5,12,3,30,20,Beginner,Medium,,,,
back,cable,423,cable wide grip rear pulldown behind neck,lats,5,12,3,30,20,Beginner,Medium,,,,
lower arms,cable,424,cable wrist curl,forearms,5,12,3,30,20,Beginner,Medium,,,,
lower legs,body weight,425,calf push stretch with hands against wall,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
lower legs,body weight,426,calf stretch with hands against wall,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
lower legs,rope,427,calf stretch with rope,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
back,barbell,428,cambered bar lying row,upper back,5,12,3,30,20,Beginner,Medium,,,,
waist,body weight,429,captains chair straight leg raise,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper legs,body weight,430,chair leg extended stretch,quads,7,12,3,40,51.45,Intermediate,Medium,,,,
chest,body weight,431,chest and front of shoulder stretch,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,body weight,432,chest dip,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,body weight,433,chest dip (on dip-pull-up cage),pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,body weight,434,chest dip on straight bar,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,stability ball,435,chest stretch with exercise ball,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,body weight,436,chest tap push-up (male),pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,body weight,437,chin-up,lats,5,12,3,30,20,Beginner,Medium,,,,
back,body weight,438,chin-ups (narrow parallel grip),upper back,5,12,3,30,20,Beginner,Medium,,,,
lower legs,body weight,439,circles knee stretch,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
chest,body weight,440,clap push up,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,body weight,441,clock push-up,pectorals,5,12,3,30,20,Beginner,Medium,,,,
back,body weight,442,close grip chin-up,lats,5,12,3,30,20,Beginner,Medium,,,,
upper arms,body weight,443,close-grip push-up,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,body weight,444,close-grip push-up (on knees),triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
waist,body weight,445,cocoons,abs,5,15,3,30,30.62,Intermediate,Medium,https://youtu.be/hONrtSx_eiM,\Exercises pictures\445.gif,"Hip flexors, Lower back",Core Strength
waist,body weight,446,crab twist toe touch,abs,5,15,3,30,30.62,Intermediate,Medium,https://youtu.be/8AvqI6jxbas,\Exercises pictures\446.gif,"Obliques, Hip flexors",Core & Mobility
waist,body weight,447,cross body crunch,abs,5,15,3,30,30.62,Intermediate,Medium,https://youtu.be/En69Xp29Ecs,\Exercises pictures\447.gif,"Obliques, Hip flexors",Core Strength
waist,body weight,448,crunch (hands overhead),abs,5,15,3,30,30.62,Intermediate,Medium,https://youtu.be/bXzT0s42UJE,\Exercises pictures\448.gif,"Hip flexors, Lower back",Core Strength
waist,stability ball,449,crunch (on stability ball),abs,5,15,3,30,30.62,Intermediate,Medium,https://youtu.be/O4d3kd1ZLyc,\Exercises pictures\449.gif,"Hip flexors, Lower back",Stability & Core Strength
waist,stability ball,450,"crunch (on stability ball, arms straight)",abs,5,15,3,30,30.62,Intermediate,Medium,https://youtu.be/3jyaWN48Ohg,\Exercises pictures\450.gif,"Hip flexors, Lower back",Stability & Core Strength
waist,body weight,451,crunch floor,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
waist,body weight,452,curl-up,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
upper legs,body weight,453,curtsey squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
cardio,leverage machine,454,cycle cross trainer,cardiovascular system,5,12,3,30,20,Beginner,Medium,,,,
waist,body weight,455,dead bug,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
waist,body weight,456,decline crunch,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
chest,body weight,457,decline push-up,pectorals,5,12,3,30,20,Beginner,Medium,,,,
waist,body weight,458,decline sit-up,abs,5,15,3,30,30.62,Intermediate,Medium,,,,
chest,dumbbell,459,deep push up,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,body weight,460,diamond push-up,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
lower legs,body weight,461,donkey calf raise,calves,7,20,3,40,42.88,Intermediate,Medium,,,,
chest,body weight,462,drop push up,pectorals,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,463,dumbbell alternate biceps curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,464,dumbbell alternate biceps curl (with arm blaster),biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,465,dumbbell alternate hammer preacher curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,466,dumbbell alternate preacher curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,467,dumbbell alternate seated hammer curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
shoulders,dumbbell,468,dumbbell alternate side press,delts,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,469,dumbbell alternating bicep curl with leg raised on exercise ball,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,470,dumbbell alternating seated bicep curl on exercise ball,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
shoulders,dumbbell,471,dumbbell arnold press,delts,5,12,3,30,20,Beginner,Medium,,,,
shoulders,dumbbell,472,dumbbell arnold press v. 2,delts,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,473,dumbbell around pullover,pectorals,5,12,3,30,20,Beginner,Medium,,,,
chest,dumbbell,474,dumbbell bench press,pectorals,5,12,3,30,20,Beginner,Medium,,,,
shoulders,dumbbell,475,dumbbell bench seated press,delts,5,12,3,30,20,Beginner,Medium,,,,
upper legs,dumbbell,476,dumbbell bench squat,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
back,dumbbell,477,dumbbell bent over row,upper back,5,12,3,30,20,Beginner,Medium,,,,
upper arms,dumbbell,478,dumbbell bicep curl lunge with bowling motion,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,479,dumbbell bicep curl on exercise ball with leg raised,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,480,dumbbell bicep curl with stork stance,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,481,dumbbell biceps curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,482,dumbbell biceps curl (with arm blaster),biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,483,dumbbell biceps curl reverse,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,484,dumbbell biceps curl squat,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,485,dumbbell biceps curl v sit on bosu ball,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
cardio,dumbbell,486,dumbbell burpee,cardiovascular system,5,12,3,30,20,Beginner,Medium,,,,
upper legs,dumbbell,487,dumbbell clean,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper arms,dumbbell,488,dumbbell close grip press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,dumbbell,489,dumbbell close-grip press,triceps,6,12,3,35,33.08,Intermediate,Medium,,,,
upper arms,dumbbell,490,dumbbell concentration curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper legs,dumbbell,491,dumbbell contralateral forward lunge,glutes,6,12,4,45,40.42,Intermediate,Medium,,,,
upper arms,dumbbell,492,dumbbell cross body hammer curl,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
upper arms,dumbbell,493,dumbbell cross body hammer curl v. 2,biceps,5,15,3,30,24.5,Intermediate,Medium,,,,
